gene_symbol	sig-DMD	corr_coef	p_value	abs_corr_coef	FDR_BH_Reject	FDR_BH_p	Bonfer_Reject	Bonfer_p	BRCA	TN-BRCA	nonTN-BRCA	ERR-BRCA
FAM189A2	sig-DMD_4244	-0.2747825500106975	0.0	0.2747825500106975	True	0.0	True	0.0	Yes	No	No	No
FAM19A3	sig-DMD_196	-0.5064637769907815	0.0	0.5064637769907815	True	0.0	True	0.0	Yes	Yes	Yes	No
FAM20C	sig-DMD_3792	-0.30965368046149155	0.0	0.30965368046149155	True	0.0	True	0.0	Yes	No	Yes	No
FAM210B	sig-DMD_3013	-0.2433246355201561	0.0	0.2433246355201561	True	0.0	True	0.0	Yes	No	No	No
FAM83D	sig-DMD_2920	0.21425808628732526	0.0	0.21425808628732526	True	0.0	True	0.0	Yes	Yes	Yes	No
FAM84B	sig-DMD_4154	-0.4324779548474833	0.0	0.4324779548474833	True	0.0	True	0.0	Yes	No	No	No
FAM86A	sig-DMD_1642	-0.3725729064563976	0.0	0.3725729064563976	True	0.0	True	0.0	Yes	No	No	No
FAM86A	sig-DMD_1658	-0.3910588836953903	0.0	0.3910588836953903	True	0.0	True	0.0	Yes	No	No	No
FAM86A	sig-DMD_1661	-0.3002975210697028	0.0	0.3002975210697028	True	0.0	True	0.0	Yes	No	No	No
FAM86A	sig-DMD_1664	-0.4069125169381064	0.0	0.4069125169381064	True	0.0	True	0.0	Yes	No	No	No
FAM8A1	sig-DMD_3652	0.2532706946960196	0.0	0.2532706946960196	True	0.0	True	0.0	Yes	Yes	Yes	No
FANCE	sig-DMD_3681	-0.3107378205790187	0.0	0.3107378205790187	True	0.0	True	0.0	Yes	No	Yes	No
FANCF	sig-DMD_762	0.2369423804398425	0.0	0.2369423804398425	True	0.0	True	0.0	Yes	No	No	No
FAR2	sig-DMD_911	-0.5252752092432275	0.0	0.5252752092432275	True	0.0	True	0.0	Yes	No	No	No
FASN	sig-DMD_2307	-0.2312464015965559	0.0	0.2312464015965559	True	0.0	True	0.0	Yes	No	No	Yes
FAT4	sig-DMD_3472	-0.3334167323981985	0.0	0.3334167323981985	True	0.0	True	0.0	Yes	No	No	No
FBXL22	sig-DMD_1542	-0.3610094582679872	0.0	0.3610094582679872	True	0.0	True	0.0	No	No	Yes	No
FGF5	sig-DMD_3445	0.2204294112548424	0.0	0.2204294112548424	True	0.0	True	0.0	Yes	No	No	No
FGF9	sig-DMD_1324	0.43499221021224416	0.0	0.43499221021224416	True	0.0	True	0.0	Yes	No	No	No
FGFBP2	sig-DMD_3416	-0.3727871580109271	0.0	0.3727871580109271	True	0.0	True	0.0	Yes	Yes	Yes	No
FGFR2	sig-DMD_627	-0.5433046760580528	0.0	0.5433046760580528	True	0.0	True	0.0	Yes	No	Yes	No
FGFR2	sig-DMD_628	0.2185555061397177	0.0	0.2185555061397177	True	0.0	True	0.0	Yes	No	Yes	No
FKBP1A	sig-DMD_2840	-0.30525906694244165	0.0	0.30525906694244165	True	0.0	True	0.0	No	No	Yes	No
FKBP4	sig-DMD_890	0.22256493586829126	0.0	0.22256493586829126	True	0.0	True	0.0	No	No	Yes	No
FKBP5	sig-DMD_3682	-0.2316349571381808	0.0	0.2316349571381808	True	0.0	True	0.0	Yes	No	No	No
FLI1	sig-DMD_872	0.4040192900820892	0.0	0.4040192900820892	True	0.0	True	0.0	Yes	Yes	Yes	No
FLI1	sig-DMD_875	0.30489857339380466	0.0	0.30489857339380466	True	0.0	True	0.0	Yes	Yes	Yes	No
FLI1	sig-DMD_876	0.3378208635113246	0.0	0.3378208635113246	True	0.0	True	0.0	Yes	Yes	Yes	No
FLNB	sig-DMD_3286	-0.2140084983666662	0.0	0.2140084983666662	True	0.0	True	0.0	Yes	Yes	Yes	No
FLRT2	sig-DMD_1457	-0.3199720409526169	0.0	0.3199720409526169	True	0.0	True	0.0	No	No	Yes	No
FMN2	sig-DMD_412	0.3551541491929168	0.0	0.3551541491929168	True	0.0	True	0.0	Yes	No	Yes	Yes
FMN2	sig-DMD_413	-0.20130734468800773	0.0	0.20130734468800773	True	0.0	True	0.0	Yes	No	Yes	Yes
FMNL1	sig-DMD_2206	-0.5546844770796756	0.0	0.5546844770796756	True	0.0	True	0.0	Yes	No	No	No
FMNL2	sig-DMD_2762	-0.3880298826323539	0.0	0.3880298826323539	True	0.0	True	0.0	No	No	Yes	No
FNBP1	sig-DMD_181	0.2803281883655457	0.0	0.2803281883655457	True	0.0	True	0.0	Yes	Yes	Yes	No
FNBP1	sig-DMD_4314	-0.5625781479614578	0.0	0.5625781479614578	True	0.0	True	0.0	Yes	Yes	Yes	No
FNBP1	sig-DMD_4315	-0.21108957454870395	0.0	0.21108957454870395	True	0.0	True	0.0	Yes	Yes	Yes	No
FNBP1L	sig-DMD_181	-0.2108767633505232	0.0	0.2108767633505232	True	0.0	True	0.0	Yes	No	No	No
FOXA1	sig-DMD_1423	-0.3249253007162662	0.0	0.3249253007162662	True	0.0	True	0.0	Yes	Yes	No	No
FOXA1	sig-DMD_1424	-0.7586290127287509	0.0	0.7586290127287509	True	0.0	True	0.0	Yes	Yes	No	No
FOXA1	sig-DMD_1425	-0.6740143002431209	0.0	0.6740143002431209	True	0.0	True	0.0	Yes	Yes	No	No
FOXA2	sig-DMD_2885	0.2334200597687113	0.0	0.2334200597687113	True	0.0	True	0.0	Yes	Yes	Yes	No
FOXA2	sig-DMD_2886	0.2272197229110645	0.0	0.2272197229110645	True	0.0	True	0.0	Yes	Yes	Yes	No
FOXA3	sig-DMD_2581	-0.2249467537146032	0.0	0.2249467537146032	True	0.0	True	0.0	Yes	Yes	Yes	No
FOXC1	sig-DMD_3633	-0.3183184511030028	0.0	0.3183184511030028	True	0.0	True	0.0	Yes	Yes	Yes	No
FOXC1	sig-DMD_3634	-0.6692173186577834	0.0	0.6692173186577834	True	0.0	True	0.0	Yes	Yes	Yes	No
FOXC2	sig-DMD_2121	-0.22025946597780185	0.0	0.22025946597780185	True	0.0	True	0.0	No	No	Yes	Yes
FOXD3	sig-DMD_161	0.44673438704874396	0.0	0.44673438704874396	True	0.0	True	0.0	Yes	No	No	No
FOXD4L1	sig-DMD_2733	0.3526989836127914	0.0	0.3526989836127914	True	0.0	True	0.0	Yes	No	Yes	No
FOXG1	sig-DMD_1418	-0.3962945948678728	0.0	0.3962945948678728	True	0.0	True	0.0	No	No	Yes	No
FOXN2	sig-DMD_2675	-0.3624360895585415	0.0	0.3624360895585415	True	0.0	True	0.0	No	Yes	No	No
FOXP1	sig-DMD_3294	-0.3780150932790376	0.0	0.3780150932790376	True	0.0	True	0.0	No	Yes	No	No
FOXP4	sig-DMD_3689	-0.20535148359476066	0.0	0.20535148359476066	True	0.0	True	0.0	Yes	Yes	Yes	No
FOXP4	sig-DMD_3691	-0.2860707729386895	0.0	0.2860707729386895	True	0.0	True	0.0	Yes	Yes	Yes	No
FOXQ1	sig-DMD_3630	-0.2087671835245176	0.0	0.2087671835245176	True	0.0	True	0.0	Yes	No	Yes	No
FRMD3	sig-DMD_4257	-0.3426202131721089	0.0	0.3426202131721089	True	0.0	True	0.0	Yes	Yes	Yes	No
FSCN2	sig-DMD_2305	-0.2186129288521932	0.0	0.2186129288521932	True	0.0	True	0.0	Yes	No	No	No
FXYD3	sig-DMD_2551	-0.4646775644686734	0.0	0.4646775644686734	True	0.0	True	0.0	Yes	No	No	No
FXYD5	sig-DMD_2553	-0.5277210416070497	0.0	0.5277210416070497	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD1	sig-DMD_1273	0.2336222238374137	0.0	0.2336222238374137	True	0.0	True	0.0	Yes	No	No	No
FZD1	sig-DMD_1276	0.2145852411945808	0.0	0.2145852411945808	True	0.0	True	0.0	Yes	No	No	No
FZD1	sig-DMD_1285	0.21362351201538868	0.0	0.21362351201538868	True	0.0	True	0.0	Yes	No	No	No
FZD1	sig-DMD_1290	0.2655995181488037	0.0	0.2655995181488037	True	0.0	True	0.0	Yes	No	No	No
FZD1	sig-DMD_1292	0.2411572317318102	0.0	0.2411572317318102	True	0.0	True	0.0	Yes	No	No	No
FZD1	sig-DMD_3886	-0.5211987071550577	0.0	0.5211987071550577	True	0.0	True	0.0	Yes	No	No	No
FZD10	sig-DMD_1270	0.20872911474732628	0.0	0.20872911474732628	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1272	0.24976939475878665	0.0	0.24976939475878665	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1273	0.2539044896508665	0.0	0.2539044896508665	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1276	0.25003847477913704	0.0	0.25003847477913704	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1278	0.250788264078673	0.0	0.250788264078673	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1279	0.22160352919132764	0.0	0.22160352919132764	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1283	-0.2019983284831829	0.0	0.2019983284831829	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1285	0.4474806046974373	0.0	0.4474806046974373	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1288	0.3664755756081539	0.0	0.3664755756081539	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1289	-0.2222716885983609	0.0	0.2222716885983609	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1290	0.4649405538630992	0.0	0.4649405538630992	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1291	0.4103853155086485	0.0	0.4103853155086485	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1292	0.4811456977018626	0.0	0.4811456977018626	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD10	sig-DMD_1293	0.41559997767384377	0.0	0.41559997767384377	True	0.0	True	0.0	Yes	Yes	Yes	No
FZD7	sig-DMD_2789	-0.6662232590440897	0.0	0.6662232590440897	True	0.0	True	0.0	No	No	Yes	Yes
FZD8	sig-DMD_552	-0.411691907088416	0.0	0.411691907088416	True	0.0	True	0.0	Yes	Yes	Yes	No
GABBR2	sig-DMD_4276	-0.3436126073963726	0.0	0.3436126073963726	True	0.0	True	0.0	No	No	Yes	No
GABRB3	sig-DMD_1501	0.2980363956127924	0.0	0.2980363956127924	True	0.0	True	0.0	Yes	No	Yes	No
GABRB3	sig-DMD_1502	0.3068622675853753	0.0	0.3068622675853753	True	0.0	True	0.0	Yes	No	Yes	No
GABRB3	sig-DMD_1503	-0.20336967828194386	0.0	0.20336967828194386	True	0.0	True	0.0	Yes	No	Yes	No
GAL3ST2	sig-DMD_2836	0.6260892022904179	0.0	0.6260892022904179	True	0.0	True	0.0	No	No	No	Yes
GALNT13	sig-DMD_2763	-0.32088969006547463	0.0	0.32088969006547463	True	0.0	True	0.0	No	No	Yes	No
GALNT14	sig-DMD_2660	-0.24010006164454625	0.0	0.24010006164454625	True	0.0	True	0.0	No	Yes	No	No
GALNT3	sig-DMD_2765	-0.3801427479498505	0.0	0.3801427479498505	True	0.0	True	0.0	Yes	No	No	No
GALR1	sig-DMD_2381	-0.2576150284459207	0.0	0.2576150284459207	True	0.0	True	0.0	No	No	Yes	No
GAN	sig-DMD_1522	0.2495361823868032	0.0	0.2495361823868032	True	0.0	True	0.0	Yes	No	No	No
GAS1	sig-DMD_4259	-0.3008744162018265	0.0	0.3008744162018265	True	0.0	True	0.0	Yes	Yes	Yes	No
GAS8	sig-DMD_2131	-0.4252329608339441	0.0	0.4252329608339441	True	0.0	True	0.0	Yes	No	No	No
GATA2	sig-DMD_3313	0.3734639833385656	0.0	0.3734639833385656	True	0.0	True	0.0	Yes	No	No	Yes
GATA3	sig-DMD_523	0.3565436728240868	0.0	0.3565436728240868	True	0.0	True	0.0	Yes	Yes	Yes	No
GATA3	sig-DMD_525	-0.7261642631845112	0.0	0.7261642631845112	True	0.0	True	0.0	Yes	Yes	Yes	No
GATA3	sig-DMD_526	-0.7687993600254704	0.0	0.7687993600254704	True	0.0	True	0.0	Yes	Yes	Yes	No
GATA4	sig-DMD_4052	0.31194219798922984	0.0	0.31194219798922984	True	0.0	True	0.0	Yes	No	No	No
GATA4	sig-DMD_4054	0.3593873190025645	0.0	0.3593873190025645	True	0.0	True	0.0	Yes	No	No	No
GBX2	sig-DMD_2824	0.3129856962964384	0.0	0.3129856962964384	True	0.0	True	0.0	Yes	Yes	No	No
GCNT2	sig-DMD_3644	-0.27252652351428336	0.0	0.27252652351428336	True	0.0	True	0.0	Yes	Yes	Yes	No
GDPD5	sig-DMD_837	-0.351410781398364	0.0	0.351410781398364	True	0.0	True	0.0	No	Yes	No	No
GFPT2	sig-DMD_3625	-0.4380812031530695	0.0	0.4380812031530695	True	0.0	True	0.0	Yes	No	No	No
GINS2	sig-DMD_2118	-0.2513442258622219	0.0	0.2513442258622219	True	0.0	True	0.0	Yes	No	No	No
GJD3	sig-DMD_2201	-0.2385765362808661	0.0	0.2385765362808661	True	0.0	True	0.0	Yes	No	No	No
GLB1L3	sig-DMD_883	-0.2984767846986707	0.0	0.2984767846986707	True	0.0	True	0.0	Yes	No	No	No
GLS	sig-DMD_2784	-0.20777436730887566	0.0	0.20777436730887566	True	0.0	True	0.0	No	Yes	No	No
GLT1D1	sig-DMD_1177	0.4610753526796474	0.0	0.4610753526796474	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1183	0.4697688133261001	0.0	0.4697688133261001	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1185	0.4650786594699346	0.0	0.4650786594699346	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1192	0.4161934053252441	0.0	0.4161934053252441	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1201	0.5301083557010062	0.0	0.5301083557010062	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1204	0.3662238502177003	0.0	0.3662238502177003	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1232	0.4004805152074976	0.0	0.4004805152074976	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1237	0.3645609419174593	0.0	0.3645609419174593	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1239	0.26149517493256713	0.0	0.26149517493256713	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1240	0.4875794439233632	0.0	0.4875794439233632	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1242	0.4775186725101889	0.0	0.4775186725101889	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1244	0.4873187853805001	0.0	0.4873187853805001	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1245	0.4883374149998124	0.0	0.4883374149998124	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1246	0.2875405333702947	0.0	0.2875405333702947	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1248	0.5718737010732963	0.0	0.5718737010732963	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1255	0.5347002467163862	0.0	0.5347002467163862	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1260	0.22910563872335485	0.0	0.22910563872335485	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1261	0.37684750915359294	0.0	0.37684750915359294	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1264	0.5190882366776639	0.0	0.5190882366776639	True	0.0	True	0.0	Yes	No	No	No
GLT1D1	sig-DMD_1265	0.4293486996492081	0.0	0.4293486996492081	True	0.0	True	0.0	Yes	No	No	No
GLUD1	sig-DMD_580	-0.28132363697258994	0.0	0.28132363697258994	True	0.0	True	0.0	Yes	Yes	Yes	No
GLUD1	sig-DMD_581	-0.4103368607076193	0.0	0.4103368607076193	True	0.0	True	0.0	Yes	Yes	Yes	No
GMDS	sig-DMD_3634	-0.3973359590440557	0.0	0.3973359590440557	True	0.0	True	0.0	Yes	Yes	Yes	No
GMPPA	sig-DMD_2805	0.20003194014145992	0.0	0.20003194014145992	True	0.0	True	0.0	No	Yes	No	No
GNA11	sig-DMD_2404	-0.28710906787278484	0.0	0.28710906787278484	True	0.0	True	0.0	Yes	No	No	No
GNAS	sig-DMD_3023	-0.3218190952900037	0.0	0.3218190952900037	True	0.0	True	0.0	No	Yes	Yes	No
GORASP2	sig-DMD_2767	-0.20091073610372007	0.0	0.20091073610372007	True	0.0	True	0.0	No	No	Yes	No
GOT1	sig-DMD_592	0.2972641217296789	0.0	0.2972641217296789	True	0.0	True	0.0	Yes	No	No	No
GPR114	sig-DMD_2097	-0.2602961976620052	0.0	0.2602961976620052	True	0.0	True	0.0	Yes	Yes	Yes	No
GPR114	sig-DMD_2098	0.36638726156916096	0.0	0.36638726156916096	True	0.0	True	0.0	Yes	Yes	Yes	No
GPR123	sig-DMD_714	0.2338849741721061	0.0	0.2338849741721061	True	0.0	True	0.0	Yes	No	No	No
GPR123	sig-DMD_715	0.2115869644249201	0.0	0.2115869644249201	True	0.0	True	0.0	Yes	No	No	No
GPR123	sig-DMD_716	0.26155858597647386	0.0	0.26155858597647386	True	0.0	True	0.0	Yes	No	No	No
GPR123	sig-DMD_718	0.2153510966360493	0.0	0.2153510966360493	True	0.0	True	0.0	Yes	No	No	No
GPR123	sig-DMD_719	0.2046992394234048	0.0	0.2046992394234048	True	0.0	True	0.0	Yes	No	No	No
GPR123	sig-DMD_720	0.25633456469769106	0.0	0.25633456469769106	True	0.0	True	0.0	Yes	No	No	No
GPR126	sig-DMD_3766	-0.33076253090444	0.0	0.33076253090444	True	0.0	True	0.0	No	No	Yes	No
GPR137B	sig-DMD_405	-0.2958614614525568	0.0	0.2958614614525568	True	0.0	True	0.0	No	Yes	No	No
GPR149	sig-DMD_3337	-0.20669665117369748	0.0	0.20669665117369748	True	0.0	True	0.0	No	No	Yes	No
GPR160	sig-DMD_3348	-0.5669258659578921	0.0	0.5669258659578921	True	0.0	True	0.0	No	No	Yes	No
GPR180	sig-DMD_1359	-0.2739646607434473	0.0	0.2739646607434473	True	0.0	True	0.0	Yes	Yes	Yes	No
GPR25	sig-DMD_356	-0.2402170419800775	0.0	0.2402170419800775	True	0.0	True	0.0	No	Yes	No	No
GPR37	sig-DMD_3918	-0.2616455967852873	0.0	0.2616455967852873	True	0.0	True	0.0	Yes	Yes	Yes	No
GPR37L1	sig-DMD_361	-0.2850297699170673	0.0	0.2850297699170673	True	0.0	True	0.0	Yes	Yes	Yes	No
GPR55	sig-DMD_2816	-0.31666867410257554	0.0	0.31666867410257554	True	0.0	True	0.0	Yes	Yes	Yes	No
GPR56	sig-DMD_2098	-0.4747697025392935	0.0	0.4747697025392935	True	0.0	True	0.0	Yes	Yes	Yes	No
GPRC5B	sig-DMD_1935	-0.3860661993087099	0.0	0.3860661993087099	True	0.0	True	0.0	Yes	Yes	Yes	No
GPRC5B	sig-DMD_1936	-0.20230940202999734	0.0	0.20230940202999734	True	0.0	True	0.0	Yes	Yes	Yes	No
GPRC5C	sig-DMD_2249	-0.44929545292850304	0.0	0.44929545292850304	True	0.0	True	0.0	Yes	No	No	No
GPRC5C	sig-DMD_2250	-0.539076495520447	0.0	0.539076495520447	True	0.0	True	0.0	Yes	No	No	No
GPT	sig-DMD_2084	-0.21559323485914653	0.0	0.21559323485914653	True	0.0	True	0.0	No	No	Yes	Yes
GPT	sig-DMD_4210	-0.6239896409353292	0.0	0.6239896409353292	True	0.0	True	0.0	No	No	Yes	Yes
GPT2	sig-DMD_2084	-0.4510665887280026	0.0	0.4510665887280026	True	0.0	True	0.0	Yes	Yes	Yes	No
GRAMD4	sig-DMD_3220	-0.2310095308905337	0.0	0.2310095308905337	True	0.0	True	0.0	No	No	Yes	No
GRAP2	sig-DMD_3194	0.38477676380662335	0.0	0.38477676380662335	True	0.0	True	0.0	Yes	No	No	No
GRAP2	sig-DMD_3195	0.2569154098577827	0.0	0.2569154098577827	True	0.0	True	0.0	Yes	No	No	No
GREM2	sig-DMD_416	0.26057631980502066	0.0	0.26057631980502066	True	0.0	True	0.0	Yes	No	No	No
GREM2	sig-DMD_419	0.24983871688526002	0.0	0.24983871688526002	True	0.0	True	0.0	Yes	No	No	No
GRHL1	sig-DMD_2642	-0.20721962311974068	0.0	0.20721962311974068	True	0.0	True	0.0	Yes	Yes	Yes	No
GRHL1	sig-DMD_2643	-0.29958080896824035	0.0	0.29958080896824035	True	0.0	True	0.0	Yes	Yes	Yes	No
GRHL3	sig-DMD_93	-0.5453435156892467	0.0	0.5453435156892467	True	0.0	True	0.0	No	No	Yes	No
GRIK2	sig-DMD_3736	0.2366548145513637	0.0	0.2366548145513637	True	0.0	True	0.0	Yes	No	No	Yes
GRIK3	sig-DMD_124	-0.2322319457809409	0.0	0.2322319457809409	True	0.0	True	0.0	Yes	Yes	Yes	No
GRIN2D	sig-DMD_2592	-0.3734545429285213	0.0	0.3734545429285213	True	0.0	True	0.0	No	Yes	No	No
GRK6	sig-DMD_3614	-0.4656966971256168	0.0	0.4656966971256168	True	0.0	True	0.0	Yes	No	No	No
GRM7	sig-DMD_3237	-0.3153240098281236	0.0	0.3153240098281236	True	0.0	True	0.0	Yes	No	No	No
GSC	sig-DMD_1462	0.2914955489704361	0.0	0.2914955489704361	True	0.0	True	0.0	Yes	No	No	No
GSC	sig-DMD_1463	0.2279949183067776	0.0	0.2279949183067776	True	0.0	True	0.0	Yes	No	No	No
GULP1	sig-DMD_2782	-0.3339491859166369	0.0	0.3339491859166369	True	0.0	True	0.0	No	No	Yes	No
GYLTL1B	sig-DMD_776	-0.4901251198684085	0.0	0.4901251198684085	True	0.0	True	0.0	Yes	No	Yes	Yes
GYLTL1B	sig-DMD_777	-0.2750625355970107	0.0	0.2750625355970107	True	0.0	True	0.0	Yes	No	Yes	Yes
GZMM	sig-DMD_2387	0.2749158466029438	0.0	0.2749158466029438	True	0.0	True	0.0	Yes	No	No	No
H1F0	sig-DMD_3187	-0.27234470137019096	0.0	0.27234470137019096	True	0.0	True	0.0	Yes	Yes	Yes	No
H2AFY	sig-DMD_3564	0.4616278539812759	0.0	0.4616278539812759	True	0.0	True	0.0	Yes	Yes	Yes	No
H2AFY2	sig-DMD_569	-0.4565536002341583	0.0	0.4565536002341583	True	0.0	True	0.0	No	No	Yes	No
HAND1	sig-DMD_3589	0.2187812376919308	0.0	0.2187812376919308	True	0.0	True	0.0	No	No	Yes	No
HAP1	sig-DMD_2202	0.3424735580843949	0.0	0.3424735580843949	True	0.0	True	0.0	No	Yes	No	No
HAS3	sig-DMD_2103	-0.26987481455047285	0.0	0.26987481455047285	True	0.0	True	0.0	No	No	Yes	No
HCN1	sig-DMD_3525	-0.3585713707865991	0.0	0.3585713707865991	True	0.0	True	0.0	No	No	No	Yes
HCN4	sig-DMD_1551	0.31317188766517423	0.0	0.31317188766517423	True	0.0	True	0.0	Yes	No	No	No
HCST	sig-DMD_2555	-0.4439256517447844	0.0	0.4439256517447844	True	0.0	True	0.0	No	Yes	No	No
HELT	sig-DMD_3490	0.2640629003210152	0.0	0.2640629003210152	True	0.0	True	0.0	Yes	No	No	No
HELT	sig-DMD_3491	0.2128118894814752	0.0	0.2128118894814752	True	0.0	True	0.0	Yes	No	No	No
HERC5	sig-DMD_3452	-0.3774200919672337	0.0	0.3774200919672337	True	0.0	True	0.0	No	Yes	No	No
HES1	sig-DMD_3367	-0.2008266480728632	0.0	0.2008266480728632	True	0.0	True	0.0	Yes	Yes	Yes	No
HES2	sig-DMD_48	-0.20549390616234714	0.0	0.20549390616234714	True	0.0	True	0.0	Yes	Yes	No	No
HHAT	sig-DMD_376	0.4247346920402755	0.0	0.4247346920402755	True	0.0	True	0.0	No	Yes	No	No
HHEX	sig-DMD_583	-0.4523870300662116	0.0	0.4523870300662116	True	0.0	True	0.0	Yes	No	No	No
HIC1	sig-DMD_2136	-0.26837640457048834	0.0	0.26837640457048834	True	0.0	True	0.0	Yes	No	No	No
HIST1H3A	sig-DMD_3655	-0.22251598322641986	0.0	0.22251598322641986	True	0.0	True	0.0	No	No	Yes	No
HIST1H3I	sig-DMD_3660	-0.254799103908926	0.0	0.254799103908926	True	0.0	True	0.0	No	Yes	No	Yes
HIST3H2BB	sig-DMD_391	0.2844631415496973	0.0	0.2844631415496973	True	0.0	True	0.0	Yes	No	No	No
HLA-A	sig-DMD_3669	-0.3939597242049948	0.0	0.3939597242049948	True	0.0	True	0.0	Yes	Yes	Yes	No
HLA-B	sig-DMD_3675	-0.6572041616213309	0.0	0.6572041616213309	True	0.0	True	0.0	Yes	No	No	No
HLA-C	sig-DMD_3675	-0.5130703912255441	0.0	0.5130703912255441	True	0.0	True	0.0	Yes	No	No	No
HLCS	sig-DMD_3139	0.20833655524164002	0.0	0.20833655524164002	True	0.0	True	0.0	Yes	No	No	No
HMGA1	sig-DMD_3679	-0.3040941710853152	0.0	0.3040941710853152	True	0.0	True	0.0	Yes	No	No	No
HMGB2	sig-DMD_3485	-0.3470028316468574	0.0	0.3470028316468574	True	0.0	True	0.0	Yes	No	No	No
HMX2	sig-DMD_630	0.2805579945827129	0.0	0.2805579945827129	True	0.0	True	0.0	No	No	Yes	No
HMX3	sig-DMD_630	0.3214846897497498	0.0	0.3214846897497498	True	0.0	True	0.0	No	No	Yes	No
HOMER1	sig-DMD_3542	-0.2671896875961897	0.0	0.2671896875961897	True	0.0	True	0.0	No	No	Yes	No
HOOK1	sig-DMD_158	-0.403094034479858	0.0	0.403094034479858	True	0.0	True	0.0	No	Yes	No	No
HOXA1	sig-DMD_3824	-0.4951450485492735	0.0	0.4951450485492735	True	0.0	True	0.0	Yes	No	No	No
HOXA1	sig-DMD_3825	-0.3836790051588813	0.0	0.3836790051588813	True	0.0	True	0.0	Yes	No	No	No
HOXA10	sig-DMD_3824	-0.325992352139931	0.0	0.325992352139931	True	0.0	True	0.0	No	No	Yes	No
HOXA2	sig-DMD_3818	-0.20363264518543586	0.0	0.20363264518543586	True	0.0	True	0.0	Yes	No	No	No
HOXA4	sig-DMD_3820	-0.5404657178756554	0.0	0.5404657178756554	True	0.0	True	0.0	Yes	No	No	No
HOXA5	sig-DMD_3821	-0.2860396770815185	0.0	0.2860396770815185	True	0.0	True	0.0	Yes	No	No	No
HOXA7	sig-DMD_3822	-0.28103959548550383	0.0	0.28103959548550383	True	0.0	True	0.0	Yes	No	No	No
HOXA9	sig-DMD_3823	-0.5129780222596985	0.0	0.5129780222596985	True	0.0	True	0.0	Yes	Yes	Yes	No
HOXB13	sig-DMD_2220	0.3426749845889257	0.0	0.3426749845889257	True	0.0	True	0.0	No	No	Yes	No
HOXB2	sig-DMD_2214	-0.4894913433981018	0.0	0.4894913433981018	True	0.0	True	0.0	Yes	No	No	No
HOXB2	sig-DMD_2215	-0.2070515232021703	0.0	0.2070515232021703	True	0.0	True	0.0	Yes	No	No	No
HOXB5	sig-DMD_2216	-0.3536050163823598	0.0	0.3536050163823598	True	0.0	True	0.0	Yes	No	No	No
HOXB8	sig-DMD_2217	0.26098949703389235	0.0	0.26098949703389235	True	0.0	True	0.0	Yes	No	No	No
HOXB9	sig-DMD_2217	0.5202983260997013	0.0	0.5202983260997013	True	0.0	True	0.0	Yes	No	No	No
HOXB9	sig-DMD_2218	0.4330539712499286	0.0	0.4330539712499286	True	0.0	True	0.0	Yes	No	No	No
HOXB9	sig-DMD_2219	0.3701023656990264	0.0	0.3701023656990264	True	0.0	True	0.0	Yes	No	No	No
HOXC12	sig-DMD_937	0.31159997482112045	0.0	0.31159997482112045	True	0.0	True	0.0	No	No	Yes	No
