gene_symbol	BRCA	TN-BRCA	nonTN-BRCA	EndoR-BRCA
UCHL3	Yes	No	No	No
UCHL5	No	Yes	No	No
UCK2	Yes	No	Yes	No
UCP2	Yes	Yes	Yes	No
UGGT1	Yes	No	No	No
UGP2	No	Yes	No	No
UGT8	No	No	Yes	No
ULBP1	Yes	No	Yes	No
ULK1	Yes	Yes	Yes	No
ULK4	No	No	Yes	No
UNC13B	Yes	Yes	Yes	Yes
UNC13D	No	No	Yes	No
UNC5D	Yes	Yes	Yes	No
UNC80	Yes	No	No	No
UNCX	Yes	Yes	Yes	No
UNK	No	No	Yes	No
UQCRFS1	Yes	No	No	No
UQCRH	Yes	Yes	No	No
URAD	Yes	No	No	No
URI1	Yes	No	No	No
USF2	No	No	Yes	No
USO1	No	Yes	No	No
USP20	Yes	No	No	No
USP24	No	Yes	No	No
USP31	Yes	No	Yes	No
USP45	No	Yes	No	No
USP48	Yes	Yes	Yes	No
USP6NL	Yes	No	No	No
UTF1	Yes	Yes	Yes	Yes
UVSSA	Yes	No	No	No
VAMP3	Yes	No	No	No
VAPA	No	Yes	No	No
VASH1	Yes	No	No	No
VASN	Yes	Yes	Yes	No
VASP	Yes	No	No	No
VAX1	Yes	No	No	No
VAX2	Yes	Yes	Yes	No
VCAN	No	No	Yes	No
VCPIP1	No	Yes	No	No
VEGFA	No	No	Yes	No
VEPH1	Yes	Yes	Yes	No
VGF	Yes	Yes	No	No
VGLL2	Yes	No	No	No
VGLL4	No	No	Yes	No
VIL1	Yes	No	No	No
VILL	Yes	No	No	No
VIT	No	Yes	No	No
VLDLR	No	No	Yes	No
VMA21	Yes	No	No	No
VOPP1	Yes	No	No	No
VPS13A	Yes	No	No	No
VPS37C	Yes	No	No	No
VPS8	Yes	Yes	Yes	No
VSIG2	Yes	No	No	No
VSNL1	No	No	Yes	No
VSTM2A	Yes	No	No	No
VSTM2B	Yes	Yes	Yes	No
VSX2	Yes	Yes	Yes	No
VWA1	Yes	No	No	Yes
VWA8	Yes	No	No	No
VWC2	No	No	Yes	No
WAPAL	Yes	No	No	No
WARS2	No	No	Yes	No
WBSCR17	Yes	No	Yes	Yes
WDPCP	Yes	Yes	Yes	No
WDR11	No	No	Yes	No
WDR12	No	Yes	No	No
WDR33	No	Yes	No	No
WDR41	Yes	No	No	No
WDR74	No	No	Yes	No
WDR82	No	Yes	No	No
WFIKKN1	Yes	No	No	No
WIF1	No	No	Yes	No
WISP1	No	No	Yes	No
WIZ	Yes	No	No	No
WNT1	Yes	No	No	No
WNT10A	Yes	No	No	No
WNT10B	Yes	No	No	No
WNT11	Yes	No	No	No
WNT2	Yes	Yes	Yes	No
WNT4	No	No	Yes	No
WNT5A	Yes	No	No	No
WNT6	No	Yes	No	No
WNT7A	Yes	No	No	No
WNT7B	Yes	Yes	Yes	No
WNT9A	Yes	Yes	Yes	No
WRAP73	Yes	Yes	Yes	No
WRN	Yes	No	No	No
WRNIP1	Yes	Yes	Yes	No
WSB1	No	No	Yes	No
WSCD1	Yes	No	No	No
WSCD2	Yes	No	No	No
WWC1	Yes	No	No	No
XDH	No	Yes	No	No
XG	Yes	No	No	No
XKR3	No	No	Yes	No
XKR4	Yes	No	No	No
XKR6	Yes	No	No	No
XPR1	No	Yes	No	No
XRCC3	Yes	No	No	No
XRN2	Yes	No	No	No
XXYLT1	No	Yes	No	No
XYLT1	Yes	No	No	No
YKT6	No	Yes	No	No
YME1L1	No	Yes	No	No
YOD1	No	No	Yes	No
YPEL4	No	No	No	Yes
YWHAG	Yes	No	No	No
YWHAQ	No	Yes	Yes	No
ZBP1	No	Yes	No	No
ZBTB14	No	No	Yes	No
ZBTB21	No	Yes	Yes	No
ZBTB43	Yes	Yes	Yes	No
ZBTB47	No	No	Yes	No
ZBTB48	No	No	Yes	No
ZBTB5	No	No	Yes	No
ZBTB7A	Yes	Yes	No	No
ZBTB7B	Yes	No	No	No
ZBTB7C	Yes	No	Yes	No
ZC3H12B	Yes	No	No	No
ZC3H14	Yes	No	No	No
ZC3H4	Yes	No	No	No
ZC3H8	No	Yes	No	No
ZC4H2	Yes	No	No	No
ZCCHC14	Yes	No	No	No
ZCCHC2	Yes	Yes	Yes	No
ZCCHC24	Yes	No	No	No
ZCCHC6	Yes	Yes	Yes	No
ZDHHC18	No	Yes	No	No
ZDHHC21	No	No	Yes	No
ZDHHC22	No	No	Yes	No
ZEB1	No	Yes	No	No
ZEB2	Yes	No	No	No
ZFAND2A	Yes	No	No	No
ZFHX3	Yes	No	Yes	Yes
ZFHX4	Yes	No	No	No
ZFP36L1	Yes	No	Yes	No
ZFP37	Yes	No	No	No
ZFR	No	Yes	Yes	No
ZFYVE21	Yes	No	No	No
ZFYVE27	Yes	Yes	Yes	No
ZFYVE28	No	Yes	No	No
ZGLP1	Yes	No	No	No
ZHX1	Yes	Yes	No	No
ZIC1	Yes	No	No	No
ZIC2	No	No	No	Yes
ZIC4	Yes	Yes	Yes	No
ZIC5	Yes	No	Yes	No
ZKSCAN2	Yes	Yes	Yes	No
ZMIZ1	Yes	No	No	No
ZMPSTE24	Yes	Yes	Yes	No
ZMYM1	No	No	Yes	No
ZMYM2	Yes	No	No	No
ZMYND8	Yes	No	No	No
ZNF131	Yes	Yes	Yes	No
ZNF175	Yes	No	No	No
ZNF217	Yes	Yes	No	No
ZNF219	Yes	No	No	No
ZNF236	Yes	No	No	No
ZNF254	Yes	No	No	No
ZNF263	No	Yes	No	No
ZNF267	Yes	No	No	No
ZNF281	Yes	Yes	Yes	Yes
ZNF32	Yes	Yes	Yes	No
ZNF322	Yes	No	No	No
ZNF326	Yes	Yes	Yes	No
ZNF337	No	Yes	No	No
ZNF33B	Yes	No	No	No
ZNF385A	Yes	No	No	No
ZNF407	No	Yes	No	No
ZNF423	Yes	Yes	Yes	No
ZNF438	No	Yes	No	No
ZNF462	Yes	No	No	No
ZNF467	Yes	No	No	No
ZNF479	Yes	No	No	No
ZNF484	Yes	No	No	No
ZNF486	Yes	No	No	No
ZNF487	Yes	No	No	No
ZNF496	No	No	Yes	No
ZNF500	Yes	No	No	No
ZNF503	Yes	Yes	Yes	Yes
ZNF507	Yes	No	No	No
ZNF511	Yes	Yes	Yes	No
ZNF512B	Yes	No	No	Yes
ZNF521	No	No	Yes	No
ZNF536	Yes	No	No	No
ZNF541	Yes	Yes	Yes	No
ZNF599	Yes	No	No	No
ZNF606	Yes	No	No	No
ZNF644	Yes	Yes	Yes	No
ZNF648	Yes	No	No	No
ZNF672	Yes	No	No	No
ZNF679	Yes	No	No	No
ZNF687	No	Yes	No	No
ZNF7	No	No	Yes	No
ZNF705G	Yes	No	No	No
ZNF710	Yes	No	No	No
ZNF716	No	Yes	No	No
ZNF720	Yes	No	No	No
ZNF727	Yes	No	No	No
ZNF737	Yes	No	No	No
ZNF75A	No	Yes	No	No
ZNF775	Yes	Yes	Yes	No
ZNF777	No	No	Yes	No
ZNF827	Yes	No	No	No
ZNF839	Yes	No	No	No
ZNRD1	Yes	Yes	Yes	No
ZNRF1	Yes	No	No	No
ZNRF2	Yes	No	No	No
ZP4	Yes	No	Yes	No
ZSCAN2	No	Yes	Yes	No
ZSWIM4	Yes	Yes	Yes	No
